data_200
mirror update_ratio,1.5245948578613193,1.5209350754168256,1.4764254193826052,1.3941529872899345,1.3006461094374977
baseline local time,0.00012677450831375002,5.12733253875e-05,1.5195258635e-05,1.08613507325e-05,2.74435690875e-06
baseline remote time,0.002023903,0.001027235,0.0005177965,0.00025993775,0.00013022425
baseline time,0.002023903,0.001027235,0.0005177965,0.00025993775,0.00013022425
gluon compute time,0.00038583409231375,0.00018275940538750002,8.1473210635e-05,4.41333827325e-05,1.941306090875e-05
gluon communication time,0.00036279901124656907,0.0001818452483740327,8.696189821685027e-05,7.049690133098942e-05,8.169570094372449e-05
gluon time,0.000748633103560319,0.0003646046537615327,0.00016843510885185026,0.00011463028406348942,0.00010110876185247448
gluon speedup,2.7034644746202168,2.8173940990667017,3.0741601530084566,2.267618475550756,1.2879620679165993

Round 2
master access,17041748,10587128,6520808,5449420,4506788
max host master access,6303440,2570070,767734,541064,153094
mirror access,60371614,66826234,70892554,71963942,72906574
max host mirror access,12379732,6414786,3269874,1725460,914992
mirror write,30185807,33413117,35446277,35981971,36453287
mirror update_ratio,1.187400501074729,1.1915685117042942,1.160985765703859,1.0978254087627237,1.0250024048127861
baseline local time,0.00010161569231375,4.15095493875e-05,1.2479994635e-05,8.755718732499999e-06,2.49901290875e-06
baseline remote time,0.0015474665,0.00080184825,0.00040873425,0.0002156825,0.000114374
baseline time,0.0015474665,0.00080184825,0.00040873425,0.0002156825,0.000114374
gluon compute time,0.00029969140431375,0.00014414612538750002,6.4797978635e-05,3.63630787325e-05,1.713888490875e-05
gluon communication time,0.0002825588224453908,0.0001424656946031444,6.838240839186438e-05,5.551276669473849e-05,6.438207082047773e-05
gluon time,0.0005822502267591408,0.00028661181999064443,0.00013318038702686438,9.18758454272385e-05,8.152095572922774e-05
gluon speedup,2.6577344737387962,2.797680326045778,3.069027347979943,2.347543023925813,1.4030012157842433

Round 3
master access,15537358,9705468,6015304,5023478,4167768
max host master access,5574698,2279948,686820,478220,145678
mirror access,54154250,59986140,63676304,64668130,65523840
max host mirror access,10887746,5666270,3051290,1681088,894434
mirror write,27077125,29993070,31838152,32334065,32761920
mirror update_ratio,1.0651161916149225,1.069603825986744,1.0428074372469596,0.9865262279708211,0.921207648196008
baseline local time,8.995582031375e-05,3.68675973875e-05,1.1185370635e-05,7.750214732499999e-06,2.38035690875e-06
baseline remote time,0.00136096825,0.00070828375,0.00038141125,0.000210136,0.00011180425
baseline time,0.00136096825,0.00070828375,0.00038141125,0.000210136,0.00011180425
gluon compute time,0.00026415975631375,0.0001275279173875,6.0006010635e-05,3.46476227325e-05,1.6691300908749998e-05
gluon communication time,0.0002534595333232818,0.0001278834162891996,6.142166954533062e-05,4.988479943573712e-05,5.7862553071135286e-05
gluon time,0.0005176192896370318,0.00025541133367669965,0.00012142768018033061,8.453242216823712e-05,7.455385397988528e-05
gluon speedup,2.6292842582322358,2.773110103628164,3.1410568779175496,2.4858627566803375,1.4996441368432132

Round 4
master access,14760746,9240964,5748056,4798220,3987352
max host master access,5214848,2134996,661604,446984,141876
mirror access,50624286,56144068,59636976,60586812,61397680
max host mirror access,10159372,5298804,2989726,1653824,882216
mirror write,25312143,28072034,29818488,30293406,30698840
mirror update_ratio,0.9956881815839873,1.0010964189271043,0.9766565928154127,0.9242648443234293,0.8631974621373087
baseline local time,8.419822031375e-05,3.45483653875e-05,1.0781914635000002e-05,7.2504387325e-06,2.31952490875e-06
baseline remote time,0.0012699215,0.0006623505,0.00037371575,0.000206728,0.000110277
baseline time,0.0012699215,0.0006623505,0.00037371575,0.000206728,0.000110277
gluon compute time,0.00024674817231375,0.0001193292293875,5.8617530635e-05,3.37116227325e-05,1.643498090875e-05
gluon communication time,0.00023693815174957364,0.00011969256932039854,5.7525365048744246e-05,4.6736483103357267e-05,5.421883878363328e-05
gluon time,0.00048368632406332364,0.00023902179870789855,0.00011614289568374426,8.044810583585728e-05,7.065381969238328e-05
gluon speedup,2.6255063184993905,2.771088258813745,3.2177237169772623,2.569706245437258,1.5608073346937283

Round 5
master access,14329432,8984908,5596262,4670060,3884058
max host master access,5015148,2054156,649990,429526,139646
mirror access,48050806,53395330,56783976,57710178,58496180
max host mirror access,9759506,5095868,2953510,1638926,875818
mirror write,24025403,26697665,28391988,28855089,29248090
mirror update_ratio,0.945072482598272,0.9520840857208811,0.9299338807298373,0.8803811741249463,0.8224049201977534
baseline local time,8.100302031375e-05,3.3254925387499997e-05,1.0596090635e-05,6.9711107325e-06,2.28384490875e-06
baseline remote time,0.00121993825,0.0006369835,0.00036918875,0.00020486575,0.00010947725
baseline time,0.00121993825,0.0006369835,0.00036918875,0.00020486575,0.00010947725
gluon compute time,0.00023715511631375002,0.0001147888133875,5.7852250635e-05,3.3193926732500003e-05,1.6296932908749998e-05
gluon communication time,0.0002248934269160324,0.00011383258223131526,5.477338335061007e-05,4.4517456356487946e-05,5.165659277155738e-05
gluon time,0.0004620485432297824,0.00022862139561881525,0.00011262563398561006,7.771138308898794e-05,6.795352568030738e-05
gluon speedup,2.6402815632151224,2.786193734299718,3.2780170635680546,2.6362386288429143,1.6110606315711151

Round 6
master access,14054640,8821766,5497810,4588520,3818102
max host master access,4890658,2003990,641796,418674,138010
mirror access,46070906,51303780,54627736,55537026,56307444
max host mirror access,9510316,4968806,2924478,1626874,869886
mirror write,23035453,25651890,27313868,27768513,28153722
mirror update_ratio,0.9061314290747096,0.914789972743407,0.8946217949578775,0.8472292730978525,0.7916332141579068
baseline local time,7.901118031375e-05,3.24522693875e-05,1.0464986635000001e-05,6.797478732499999e-06,2.25766890875e-06
baseline remote time,0.0011887895,0.00062110075,0.00036555975,0.00020335925,0.00010873575
baseline time,0.0011887895,0.00062110075,0.00036555975,0.00020335925,0.00010873575
gluon compute time,0.00023117623631375002,0.0001119531653875,5.7256634635000004e-05,3.2827462732500005e-05,1.617584490875e-05
